Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2025-11-20,648.8355712890625,671.7351497651099,648.1991802397498,669.1001291109939,165293500
2025-11-21,655.2987670898438,660.7874729698119,647.1650267848305,651.3412595795126,123956200
2025-11-24,664.9437866210938,666.2662734630499,657.8442577670318,658.9380055466532,80437900
2025-11-25,671.1981811523438,672.3814460202411,660.7178178396566,664.8443455838128,81077100
2025-11-26,675.8318481445312,677.8404309302599,672.8885849296569,673.7934667684052,71879600
2025-11-28,679.5208129882812,679.7991961322198,676.6471609574353,677.0051081523229,49212000
2025-12-01,676.4185180664062,679.1230890446475,674.8971513739515,674.9667623359846,61201200
2025-12-02,677.67138671875,679.9483994968172,675.4838303983408,678.0591325179204,62953800
2025-12-03,680.0180053710938,681.0321891246488,675.8417725523884,676.7167950740063,57238500
2025-12-04,680.51513671875,681.4895687361658,677.4824173401821,681.4199577792665,61970300
2025-12-05,681.8078002929688,684.4925257185774,680.7040993957534,681.5890143183475,79241000
2025-12-08,679.7594604492188,682.7524282821314,677.7111260885928,682.7027235077143,55231500
2025-12-09,679.1727294921875,681.5094606319436,678.7253258622812,679.2821528162136,58310100
2025-12-10,683.6771850585938,685.0692222502689,677.4526176554032,678.6955405173951,85671300
2025-12-11,685.26806640625,685.3476304583654,678.3076987410943,681.2609148661827,86173700
2025-12-12,677.9000244140625,684.9797075791527,675.3246617594549,684.2737056052856,113160300
2025-12-15,676.8758544921875,681.8774049984522,675.4042533093998,681.8574988128718,90811000
2025-12-16,675.0264282226562,677.2239376857725,671.1584377196804,675.3843754405706,122030600
2025-12-17,667.5986938476562,676.5874893555698,667.3998140691156,676.0406154817738,110625200
2025-12-18,672.6399536132812,676.8857972779194,671.0788959983324,673.7635606688432,108650100
2025-12-19,678.7363891601562,679.2350273728672,674.6275542880097,674.747283458469,103599500
2025-12-22,682.96484375,683.4933686131409,678.7364013691785,682.0772531068674,69556700
2025-12-23,686.0863037109375,686.325640311278,682.0074163952171,682.0572680421344,64840000
2025-12-24,688.4996948242188,688.9484813838191,685.9267046355759,686.0763204450832,39445600
2025-12-26,688.4298706054688,689.7761694005526,687.392725060237,688.758988861415,41613300
2025-12-29,685.9765625,687.322922191004,684.2014421207446,685.6674092439482,62559500
2025-12-30,685.138916015625,686.6846823672308,684.7100944386586,685.5777200962995,47160700
2025-12-31,680.062744140625,685.4879304984822,679.8533550408816,685.2685588951464,74144800
2026-01-02,681.309326171875,684.999261161205,677.9684744567207,683.842447277036,89377200
2026-01-05,685.846923828125,687.5522884526621,684.5106074856512,684.6701449336617,71927200
2026-01-06,689.92578125,690.4344019511112,685.9067890249802,686.0563439630641,69273800
2026-01-07,687.701904296875,692.0699799720542,687.4426026835383,690.3047811958188,75588300
2026-01-08,687.632080078125,688.7390423054183,685.6175622141362,686.9439569075789,64019200
2026-01-09,692.1796264648438,693.4162394407576,687.3029303433501,688.7489932725086,80125500
2026-01-12,693.2666625976562,694.1941832506386,688.7490319805348,688.7988836287034,63976000
2026-01-13,691.8804931640625,694.194181802135,689.467040360938,693.595779418591,78309700
2026-01-14,688.479736328125,689.8360176539858,684.1714948792828,689.1180078469732,94676700
2026-01-15,690.3546142578125,693.5558934557131,689.3673203481677,692.678285342935,77862000
2026-01-16,689.7761840820312,692.359156800422,688.22043529661,691.7707369284135,79289200
2026-01-20,675.7345581054688,682.9049778344743,674.7272992054969,679.6338820353151,111623300
2026-01-21,683.5332641601562,686.8641332264262,676.2830453044572,677.7989248999835,127844500
2026-01-22,687.103515625,689.2476843606095,685.0491285530771,687.9711412752974,77112200
2026-01-23,687.352783203125,689.0781127396581,685.2884137823622,686.2757685331861,63059600
2026-01-26,690.84326171875,692.2394730275811,688.0409174669724,688.609372319757,60473800
2026-01-27,693.5957641601562,694.6329705879123,691.6810104865692,692.2893344912051,55506100
2026-01-28,693.5259399414062,695.9393926651097,692.0499903412962,695.1515053497095,61172200
2026-01-29,692.1497192382812,695.1615135683285,682.9648421722587,694.4933553961189,97486200
2026-01-30,690.0853271484375,692.3192774332931,685.2485609149509,689.9058246991844,101835100
2026-02-02,693.5159912109375,695.0318708971434,687.5423149981101,687.7019133171445,79286500
2026-02-03,687.6520385742188,695.0617950648859,682.1670182684101,694.3138377504575,107904600
2026-02-04,684.3211059570312,689.5667896413613,679.9031787408285,688.4697490630058,105204600
2026-02-05,675.7744750976562,681.8279505601881,673.9494421186707,679.0854402743204,113610800
2026-02-06,688.739013671875,690.4244132010324,678.995603890688,679.6039887472712,89127600
2026-02-09,692.0599975585938,693.9747512796714,686.4652913399738,687.5423060693106,73885200
2026-02-10,690.2349243164062,694.64286887948,689.7761552680904,693.0572335194393,65185700
2026-02-11,690.075439453125,695.2413241987686,687.3029816841566,694.4933668556342,76353900
2026-02-12,679.41455078125,693.4561594586687,678.5169776231163,692.3491972008484,118829000
2026-02-13,679.8931884765625,684.410879804094,675.6747287653898,679.833354327075,96267500
2026-02-17,680.9901733398438,683.074507822494,673.9394826742099,678.287593220413,81354700
2026-02-18,684.4208374023438,687.2730943282486,680.9702998190471,682.157061237011,73570300
2026-02-19,682.61572265625,684.311104689823,679.6937101433548,681.9775120282383,58649400
2026-02-20,687.5523071289062,688.1805961724377,679.8732661615737,680.4616860592505,100034000
2026-02-23,680.531494140625,688.1207533479937,678.5169762252317,685.9566804858357,90558100
2026-02-24,685.4779052734375,686.4751816677359,678.1479481229125,680.0427976196477,73798700
2026-02-25,691.26220703125,691.7907319065998,688.2204651135966,688.3002642742074,56369500
2026-02-26,687.422607421875,691.4117130049051,682.486077089091,691.391808867856,71671000
2026-02-27,684.1216430664062,684.9892686841309,679.7835149777827,681.2295779636313,83308900
2026-03-02,684.5106201171875,686.744509644098,676.1734035367807,676.8515442239554,87477200
2026-03-03,678.4771118164062,680.7508704958498,667.8361281509542,673.221445388408,105003100
2026-03-04,683.2639770507812,685.2186606854194,677.7689744100875,679.7735096903759,79182200
2026-03-05,679.4544067382812,683.6629449535216,673.7699188745959,680.2223290726917,106606500
2026-03-06,670.5487060546875,674.2685275228549,667.9358467743081,671.5758690877306,100687000
2026-03-09,676.4227294921875,678.0681991431876,660.5859743093405,664.5750801817165,102667700
2026-03-10,675.3356323242188,681.4987932365287,672.9222404542279,675.87413967305,81505300
2026-03-11,674.4879760742188,678.2277626375325,671.5061293267642,675.7345715953234,68441700
2026-03-12,664.2459106445312,669.8207124533001,664.0564256954588,669.3319958917509,108882200
2026-03-13,660.4862060546875,670.5088831921612,659.5587462493693,667.4472371497842,97200200
2026-03-16,667.2078857421875,670.239584206393,665.3030536555561,666.5596317087426,82023100
2026-03-17,668.9630126953125,672.60309589337,667.8760155087483,670.5586914524959,87128000
2026-03-18,659.6285400390625,667.8959397089973,659.3892034355257,666.5396583763402,82062600
2026-03-19,658.0029907226562,661.1743225351036,653.3855958813168,655.1806813207687,111272500
2026-03-20,648.5700073242188,656.6900024414062,644.719970703125,656.510009765625,163617500
2026-03-23,655.3800048828125,662.6199951171875,653.9400024414062,658.0700073242188,134802700
2026-03-24,653.1799926757812,657.030029296875,649.8800048828125,651.3200073242188,96457500
2026-03-25,656.8200073242188,660.8900146484375,654.239990234375,658.6699829101562,90653800
2026-03-26,645.0900268554688,654.8499755859375,644.8200073242188,652.0599975585938,96494400
2026-03-27,634.0900268554688,642.6599731445312,633.1099853515625,642.5,103649400
2026-03-30,631.969970703125,640.3699951171875,629.280029296875,640.1099853515625,99275900
2026-03-31,650.3400268554688,651.5399780273438,637.97998046875,638.9400024414062,152534100
2026-04-01,655.239990234375,658.52001953125,653.0,653.9000244140625,97841500
2026-04-02,655.8300170898438,658.2000122070312,645.1099853515625,646.4199829101562,68358700
2026-04-06,658.9299926757812,659.719970703125,655.52001953125,655.8599853515625,39105800
2026-04-07,659.219970703125,659.6099853515625,651.0599975585938,656.6500244140625,69980400
2026-04-08,676.010009765625,677.0800170898438,671.4600219726562,676.3900146484375,93606100
2026-04-09,679.9099731445312,681.1599731445312,673.77001953125,674.8400268554688,57134400
2026-04-10,679.4600219726562,682.030029296875,678.4500122070312,681.3200073242188,42253500
2026-04-13,686.0999755859375,686.2999877929688,676.5800170898438,677.4099731445312,54185800
2026-04-14,694.4600219726562,694.5800170898438,687.6599731445312,687.6900024414062,63480500
2026-04-15,699.9400024414062,700.280029296875,694.2000122070312,695.260009765625,58240400
2026-04-16,701.6599731445312,702.780029296875,698.530029296875,701.0599975585938,49972400
2026-04-17,710.1400146484375,712.3900146484375,705.760009765625,706.1400146484375,70661900
2026-04-20,708.719970703125,709.9099731445312,706.1400146484375,708.780029296875,43546800
2026-04-21,704.0800170898438,711.280029296875,702.6400146484375,710.280029296875,58941400
2026-04-22,711.2100219726562,711.4500122070312,708.219970703125,709.1500244140625,42518500
2026-04-23,708.4500122070312,712.3599853515625,702.280029296875,709.5,56174000
2026-04-24,713.9400024414062,714.469970703125,709.010009765625,710.75,45182000
2026-04-27,715.1699829101562,715.6300048828125,712.2999877929688,713.1699829101562,33135900
2026-04-28,711.6900024414062,712.8800048828125,709.25,711.8200073242188,43117400
2026-04-29,711.5800170898438,712.2000122070312,708.3699951171875,711.0,41859200
2026-04-30,718.6599731445312,719.7899780273438,710.4500122070312,714.6300048828125,67240900
2026-05-01,720.6500244140625,724.8699951171875,720.469970703125,721.25,43049800
2026-05-04,718.010009765625,722.1199951171875,714.989990234375,720.0700073242188,51950600
2026-05-05,723.77001953125,725.0399780273438,721.489990234375,721.77001953125,36933200
2026-05-06,733.8300170898438,734.5900268554688,727.8200073242188,728.1599731445312,53288900
2026-05-07,731.5800170898438,736.1300048828125,729.75,735.0499877929688,51724600
2026-05-08,737.6199951171875,738.0800170898438,734.5700073242188,734.9299926757812,47227100
2026-05-11,739.2999877929688,740.7899780273438,736.4500122070312,736.4500122070312,44024000
2026-05-12,738.1799926757812,738.8400268554688,731.8300170898438,736.8900146484375,54185300
2026-05-13,742.3099975585938,743.9099731445312,735.469970703125,738.469970703125,44200200
2026-05-14,748.1699829101562,749.530029296875,743.5599975585938,743.6500244140625,45307600
2026-05-15,739.1699829101562,743.4600219726562,737.9600219726562,741.7899780273438,60410800
2026-05-18,738.6500244140625,741.4199829101562,733.3900146484375,739.8300170898438,47843900
2026-05-19,733.72998046875,737.6500244140625,731.530029296875,734.780029296875,54129800
